yearmonth,organ,quantity1,quantity2,quantity3,quantity4,quantity5,quantity6,quantity7,quantity8,quantity9,quantity10,quantity11,quantity12,quantity13,quantity14,quantity15,quantity16,quantity17
104年8月,海山分局,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,新店分局,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
104年8月,三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,蘆洲分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年8月,汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104年8月,金山分局,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104年8月,瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,板橋分局,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
104年9月,中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104年9月,新莊分局,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104年9月,土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,樹林分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104年9月,三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,蘆洲分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104年9月,淡水分局,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年9月,金山分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104年9月,瑞芳分局,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104年10月,板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,永和分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104年10月,新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104年10月,土城分局,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
104年10月,樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,蘆洲分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104年10月,淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年10月,金山分局,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
104年10月,瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,板橋分局,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104年11月,海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,永和分局,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,新莊分局,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
104年11月,土城分局,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104年11月,樹林分局,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
104年11月,三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
104年11月,蘆洲分局,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,汐止分局,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,金山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年11月,瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,海山分局,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104年12月,中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,中和二分局,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104年12月,永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,新店分局,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104年12月,三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,新莊分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104年12月,土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,蘆洲分局,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104年12月,淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,汐止分局,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
104年12月,金山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104年12月,瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105 年 1 月",板橋分局,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105 年 1 月",海山分局,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105 年 1 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",三重分局,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",新莊分局,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"105 年 1 月",土城分局,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"105 年 1 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"105 年 1 月",三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",蘆洲分局,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",淡水分局,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",金山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 1 月",瑞芳分局,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"105 年 2 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",新莊分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",土城分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",三峽分局,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105 年 2 月",蘆洲分局,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105 年 2 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105 年 2 月",金山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 2 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 3 月",永和分局,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"105 年 3 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105 年 3 月",三重分局,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",新莊分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105 年 3 月",三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",蘆洲分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",金山分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 3 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",海山分局,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"105 年 4 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",新店分局,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"105 年 4 月",三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",土城分局,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"105 年 4 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",三峽分局,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",蘆洲分局,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"105 年 4 月",淡水分局,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105 年 4 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",金山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 4 月",瑞芳分局,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105 年 5 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",海山分局,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"105 年 5 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",三重分局,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"105 年 5 月",新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105 年 5 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",樹林分局,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"105 年 5 月",三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",蘆洲分局,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",金山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 5 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"105 年 6 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",新店分局,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"105 年 6 月",三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",蘆洲分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 6 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 6 月",金山分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 6 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 7 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105 年 7 月",中和二分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",永和分局,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105 年 7 月",新店分局,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105 年 7 月",三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",土城分局,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"105 年 7 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",蘆洲分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",金山分局,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 7 月",瑞芳分局,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"105 年 8 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",中和二分局,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",三重分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 8 月",新莊分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",蘆洲分局,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 8 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 8 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",金山分局,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 8 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 9 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",中和一分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",中和二分局,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",永和分局,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",三重分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",新莊分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",三峽分局,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105 年 9 月",蘆洲分局,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"105 年 9 月",淡水分局,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"105 年 9 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 9 月",金山分局,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 9 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"105 年 10 月",中和分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 10 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",三重分局,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",三峽分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",蘆洲分局,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 10 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 10 月",金山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",中和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 11 月",三重分局,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105 年 11 月",新莊分局,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"105 年 11 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",樹林分局,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"105 年 11 月",三峽分局,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"105 年 11 月",蘆洲分局,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",瑞芳分局,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 11 月",金山分局,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 12 月",中和分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"105 年 12 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",樹林分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",三峽分局,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",蘆洲分局,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"105 年 12 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105 年 12 月",金山分局,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",板橋分局,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"106 年 1 月",海山分局,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"106 年 1 月",中和分局,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"106 年 1 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",新店分局,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",三重分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",樹林分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",三峽分局,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",蘆洲分局,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"106 年 1 月",淡水分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",汐止分局,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"106 年 1 月",瑞芳分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 1 月",金山分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 2 月",板橋分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 2 月",海山分局,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"106 年 2 月",中和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 2 月",永和分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 2 月",新店分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 2 月",三重分局,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"106 年 2 月",新莊分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106 年 2 月",土城分局,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
